Breed,Age (years),Weight (kg),Gender,Spayed/Neutered,Vaccination Status,Fever,Eating Normally,Lethargy,Vomiting,Coughing/Sneezing,Breathing Issue,Rash/Swelling,Wounds/Cuts,Hair Loss,Excessive Scratching,Red/Watery Eyes,Eye Discharge,Ear Odor,Shakes Head,Eating Less,Excessive Drinking,Abnormal Stools,Aggressive/Irritable,Avoiding Interaction,Pacing/Whining,Pain Symptoms,Food Changes,Exposure to Sick Dogs,Predicted Sickness
Border Collie,4,17.4,Male,No,Not up to date,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,Respiratory Infection
Alaskan Malamute,13,54.2,Female,No,Not up to date,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Gastrointestinal Infection
Cocker Spaniel,12,21.1,Female,Yes,Not up to date,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Respiratory Infection
Maltese,10,4.3,Female,Yes,Up to date,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,No,No,Respiratory Infection
Irish Wolfhound,12,30.8,Female,Yes,Up to date,No,Yes,No,No,No,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,Kennel Cough
Labrador Retriever,11,48.6,Female,Yes,Not up to date,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Respiratory Infection
Great Dane,6,50.2,Female,No,Not up to date,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,Gastrointestinal Infection
Shih Tzu,5,7.9,Female,Yes,Not up to date,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Gastrointestinal Infection
Alaskan Malamute,2,47.1,Female,No,Not up to date,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Respiratory Infection
Siberian Husky,4,36.1,Female,Yes,Up to date,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Heart Disease
Rottweiler,5,44.3,Female,Yes,Not up to date,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Kennel Cough
Rottweiler,15,27.6,Male,No,Up to date,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Respiratory Infection
Corgi,11,11.6,Male,No,Up to date,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Respiratory Infection
German Shepherd,0,48.4,Male,No,Not up to date,No,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Ear Infection
Belgian Malinois,12,39.7,Female,Yes,Up to date,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Skin Allergy
Rottweiler,3,27.8,Female,No,Not up to date,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Parvovirus
Siberian Husky,5,39.4,Male,Yes,Up to date,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Respiratory Infection
Mastiff,4,40.9,Female,Yes,Up to date,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Gastrointestinal Infection
Great Dane,6,41.9,Male,Yes,Not up to date,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Respiratory Infection
Bulldog,10,20.5,Male,No,Up to date,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Gastrointestinal Infection
Bernese Mountain Dog,4,29.1,Male,No,Up to date,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Gastrointestinal Infection
Shih Tzu,10,3.5,Male,No,Up to date,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,Skin Allergy
Great Pyrenees,12,47.8,Female,Yes,Not up to date,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,Ear Infection
Bulldog,10,23.9,Male,Yes,Not up to date,Yes,No,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Ear Infection
Shih Tzu,8,7.7,Female,Yes,Not up to date,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,Healthy
Staffordshire Bull Terrier,5,24.2,Male,Yes,Up to date,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Skin Allergy
Chihuahua,5,5.0,Male,No,Up to date,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Arthritis
Pomeranian,6,6.2,Male,No,Not up to date,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,Ear Infection
Labrador Retriever,6,37.5,Female,Yes,Not up to date,Yes,No,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Ear Infection
Dachshund,5,2.6,Male,Yes,Not up to date,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Gastrointestinal Infection
Cocker Spaniel,14,14.3,Female,No,Up to date,Yes,No,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Healthy
Saint Bernard,3,37.8,Male,Yes,Up to date,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Respiratory Infection
Toy Poodle,6,7.7,Male,Yes,Not up to date,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Skin Allergy
Akita,1,39.5,Female,No,Not up to date,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Skin Allergy
Staffordshire Bull Terrier,13,18.6,Female,No,Up to date,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Gastrointestinal Infection
Toy Poodle,13,4.9,Male,Yes,Up to date,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Skin Allergy
Boxer,12,28.2,Male,Yes,Up to date,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,Ear Infection
Saint Bernard,4,44.9,Male,Yes,Up to date,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,Gastrointestinal Infection
Akita,6,53.0,Female,No,Not up to date,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Skin Allergy
Leonberger,9,26.6,Male,No,Up to date,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Ear Infection
Maltese,14,5.9,Male,No,Not up to date,No,No,Yes,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Ear Infection
Labrador Retriever,8,36.4,Female,Yes,Not up to date,Yes,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Arthritis
Dachshund,10,6.0,Female,No,Not up to date,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Gastrointestinal Infection
Bulldog,12,13.5,Female,Yes,Up to date,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Gastrointestinal Infection
Pomeranian,9,4.9,Female,Yes,Not up to date,No,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,Respiratory Infection
Chihuahua,8,4.1,Female,No,Up to date,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Gastrointestinal Infection
Tibetan Mastiff,11,29.4,Female,Yes,Not up to date,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Skin Allergy
Chihuahua,12,5.3,Female,No,Not up to date,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Gastrointestinal Infection
German Shepherd,1,35.9,Male,No,Not up to date,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,Yes,No,Yes,Parvovirus
Beagle,15,24.2,Male,Yes,Not up to date,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,Skin Allergy
Australian Shepherd,13,18.9,Male,Yes,Not up to date,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Gastrointestinal Infection
Chihuahua,11,4.8,Male,Yes,Not up to date,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Gastrointestinal Infection
German Shepherd,3,37.5,Male,No,Not up to date,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Skin Allergy
Bernese Mountain Dog,8,32.5,Male,No,Not up to date,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No,Yes,Respiratory Infection
Australian Shepherd,2,20.1,Male,Yes,Up to date,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,Healthy
Labrador Retriever,1,39.8,Female,No,Not up to date,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Skin Allergy
Boxer,13,26.9,Male,No,Not up to date,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Heart Disease
Belgian Malinois,9,41.5,Male,No,Not up to date,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Respiratory Infection
Mastiff,3,29.1,Male,Yes,Up to date,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,No,Parvovirus
Chihuahua,14,4.0,Male,No,Not up to date,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,Respiratory Infection
Labrador Retriever,0,42.5,Female,No,Up to date,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Respiratory Infection
Mastiff,15,38.8,Male,Yes,Up to date,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Parvovirus
Border Collie,2,15.3,Male,Yes,Up to date,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Skin Allergy
Rottweiler,11,53.1,Male,Yes,Up to date,Yes,No,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Kennel Cough
Chihuahua,13,7.7,Female,Yes,Not up to date,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Gastrointestinal Infection
Shih Tzu,9,3.5,Male,No,Not up to date,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Gastrointestinal Infection
Boxer,12,54.3,Male,No,Up to date,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,No,Respiratory Infection
Akita,11,36.7,Female,No,Up to date,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Gastrointestinal Infection
Border Collie,4,11.9,Male,Yes,Not up to date,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,Ear Infection
Maltese,0,4.7,Female,No,Not up to date,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Gastrointestinal Infection
Dachshund,3,5.7,Male,Yes,Not up to date,Yes,No,Yes,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,Ear Infection
Great Pyrenees,15,53.3,Male,Yes,Not up to date,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Skin Allergy
Beagle,3,22.2,Female,Yes,Not up to date,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Parvovirus
Shetland Sheepdog,11,21.3,Male,No,Up to date,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Skin Allergy
Shetland Sheepdog,11,19.6,Male,No,Up to date,No,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Gastrointestinal Infection
Great Pyrenees,6,42.0,Male,Yes,Up to date,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Respiratory Infection
Shih Tzu,4,7.4,Female,Yes,Not up to date,No,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Ear Infection
Australian Shepherd,15,24.5,Male,Yes,Up to date,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Respiratory Infection
Irish Wolfhound,9,32.5,Female,No,Up to date,Yes,No,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Heart Disease
Tibetan Mastiff,6,51.7,Male,Yes,Up to date,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Gastrointestinal Infection
Bulldog,11,16.6,Female,Yes,Not up to date,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Respiratory Infection
Bulldog,0,24.4,Male,Yes,Not up to date,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Gastrointestinal Infection
Shetland Sheepdog,4,23.2,Female,No,Up to date,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Gastrointestinal Infection
Border Collie,1,9.5,Male,Yes,Up to date,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Skin Allergy
Doberman Pinscher,9,57.0,Female,Yes,Not up to date,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,Respiratory Infection
Australian Shepherd,12,12.1,Female,No,Not up to date,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,Ear Infection
Toy Poodle,11,6.0,Male,Yes,Not up to date,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Skin Allergy
Cocker Spaniel,7,10.5,Female,Yes,Not up to date,No,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Skin Allergy
Great Dane,8,31.2,Male,Yes,Not up to date,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Skin Allergy
Cocker Spaniel,5,15.2,Female,No,Not up to date,No,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Gastrointestinal Infection
Great Pyrenees,2,46.0,Male,Yes,Not up to date,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Gastrointestinal Infection
Maltese,7,4.4,Female,No,Not up to date,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,Skin Allergy
Australian Shepherd,14,10.2,Female,Yes,Not up to date,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,Yes,No,Gastrointestinal Infection
Rottweiler,10,53.4,Male,No,Not up to date,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,Gastrointestinal Infection
Chihuahua,13,3.8,Female,No,Up to date,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,Ear Infection
Maltese,5,4.2,Male,Yes,Up to date,Yes,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Kennel Cough
Great Pyrenees,11,59.2,Male,Yes,Up to date,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,Yes,Respiratory Infection
German Shepherd,1,36.8,Male,Yes,Not up to date,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,No,Yes,No,Yes,Gastrointestinal Infection
Shih Tzu,0,6.0,Male,No,Up to date,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Parvovirus
Akita,1,51.7,Female,Yes,Not up to date,No,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,Diabetes
Shih Tzu,1,2.5,Female,Yes,Not up to date,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,Yes,Respiratory Infection
Great Dane,3,29.6,Female,Yes,Not up to date,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Ear Infection
Staffordshire Bull Terrier,14,15.7,Male,No,Not up to date,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Heart Disease
Great Dane,12,48.4,Male,No,Up to date,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Ear Infection
Rottweiler,9,31.6,Male,Yes,Not up to date,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Gastrointestinal Infection
Yorkshire Terrier,13,6.0,Male,Yes,Up to date,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Skin Allergy
Yorkshire Terrier,13,4.0,Female,Yes,Not up to date,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Gastrointestinal Infection
Toy Poodle,10,3.0,Male,Yes,Not up to date,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,Respiratory Infection
Great Dane,5,28.9,Male,Yes,Up to date,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,Respiratory Infection
Staffordshire Bull Terrier,2,13.2,Male,No,Up to date,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Skin Allergy
Dachshund,12,5.2,Female,Yes,Up to date,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,Gastrointestinal Infection
Akita,5,45.0,Female,Yes,Up to date,No,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,Skin Allergy
Leonberger,12,55.9,Female,Yes,Not up to date,No,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Skin Allergy
Tibetan Mastiff,10,43.5,Female,No,Up to date,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Respiratory Infection
Shih Tzu,5,6.5,Female,Yes,Up to date,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,No,Skin Allergy
Great Dane,5,30.4,Male,No,Up to date,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Skin Allergy
Akita,1,56.1,Female,No,Not up to date,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Worm Infestation
Great Dane,11,45.2,Male,No,Not up to date,Yes,No,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,Parvovirus
Australian Shepherd,1,15.5,Male,Yes,Not up to date,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Respiratory Infection
Dachshund,11,7.8,Male,Yes,Up to date,No,No,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Gastrointestinal Infection
Alaskan Malamute,0,41.6,Female,Yes,Not up to date,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Respiratory Infection
Australian Shepherd,10,19.9,Male,No,Not up to date,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,No,Heart Disease
Bulldog,13,13.5,Male,No,Not up to date,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,No,Worm Infestation
Shih Tzu,1,5.9,Male,Yes,Not up to date,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,Ear Infection
Dachshund,11,4.7,Female,Yes,Up to date,No,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Skin Allergy
Boxer,9,57.2,Male,No,Not up to date,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Heart Disease
Golden Retriever,9,39.8,Female,Yes,Up to date,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,Gastrointestinal Infection
Chihuahua,7,4.4,Female,Yes,Not up to date,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,Gastrointestinal Infection
Yorkshire Terrier,6,5.0,Male,Yes,Up to date,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Diabetes
Rottweiler,9,54.9,Female,Yes,Up to date,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Healthy
Shih Tzu,9,3.8,Male,No,Not up to date,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,No,Parvovirus
Dachshund,15,7.5,Male,Yes,Up to date,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Skin Allergy
